Global_active_power,Global_reactive_power,Voltage,Global_intensity,day,month,year,hour,minute,Total Reading
0.414,0.206,243.28,1.8,27,2,2010,3,52,1.0
1.106,0.106,235.45,4.6,8,11,2007,23,36,0.0
0.236,0.0,245.92,1.0,29,1,2007,6,8,0.0
0.154,0.0,239.3,0.6,8,8,2010,16,26,1.0
0.224,0.0,246.37,0.8,21,3,2009,3,29,0.0
3.076,0.28,238.87,12.8,3,11,2010,21,34,19.0
1.696,0.074,240.48,7.0,1,8,2010,12,13,18.0
0.65,0.112,238.55,2.8,8,12,2008,6,18,9.0
1.76,0.172,239.13,7.4,29,3,2007,6,43,17.0
3.35,0.0,241.53,14.6,13,1,2008,2,6,36.0
0.542,0.236,238.59,2.4,7,1,2008,14,23,1.0
0.232,0.048,240.67,1.0,11,6,2008,4,9,0.0
2.73,0.57,238.11,11.6,1,2,2007,20,7,17.0
0.338,0.126,247.73,1.4,22,12,2007,3,36,0.0
2.396,0.598,237.5,10.6,26,11,2010,13,22,17.0
0.876,0.064,243.42,3.6,16,6,2010,20,53,1.0
0.282,0.07,237.87,1.2,28,2,2008,22,20,0.0
2.702,0.166,240.86,11.2,15,3,2007,14,53,38.0
3.53,0.058,239.42,14.6,15,2,2008,8,40,18.0
1.622,0.248,230.81,7.2,26,5,2007,14,27,18.0
0.14,0.0,239.19,0.6,20,8,2009,2,13,1.0
0.384,0.078,240.22,1.6,27,11,2009,20,29,2.0
0.51,0.356,243.98,2.4,4,9,2009,16,0,2.0
1.874,0.066,241.16,7.8,31,10,2008,16,32,17.0
0.254,0.132,243.32,1.2,10,3,2009,3,40,0.0
0.33,0.0,241.14,1.4,16,4,2009,6,21,1.0
0.286,0.0,243.07,1.2,12,3,2009,12,36,1.0
0.504,0.054,236.0,2.4,22,1,2008,19,26,0.0
0.962,0.274,242.79,4.0,20,8,2009,16,41,14.0
1.868,0.0,240.24,7.6,15,10,2010,7,56,19.0
0.222,0.0,237.39,1.0,6,3,2007,5,48,0.0
1.178,0.456,241.35,5.2,16,8,2009,18,39,1.0
0.33,0.108,241.46,1.4,4,7,2007,3,10,0.0
4.232,0.222,240.34,17.6,4,1,2008,14,1,58.0
0.498,0.298,235.79,2.4,6,6,2007,12,31,3.0
0.902,0.132,242.58,3.8,6,2,2009,3,14,13.0
1.524,0.208,244.5,6.2,27,10,2010,10,50,20.0
1.552,0.266,245.29,6.4,1,6,2010,6,21,20.0
0.282,0.206,240.0,1.4,21,6,2007,5,42,0.0
0.3,0.06,241.34,1.2,13,10,2007,13,17,0.0
0.164,0.062,242.99,0.8,9,10,2010,5,8,1.0
0.514,0.096,232.1,2.2,26,4,2007,21,14,0.0
0.144,0.0,240.58,0.6,9,12,2008,13,47,0.0
1.638,0.376,241.87,6.8,19,6,2010,13,13,18.0
0.22,0.0,244.13,0.8,27,3,2008,5,55,0.0
0.458,0.094,240.57,2.0,5,9,2009,15,14,1.0
1.426,0.054,242.89,5.8,27,4,2010,10,34,18.0
0.16,0.0,241.3,0.6,14,8,2010,19,20,1.0
1.17,0.394,245.01,5.0,2,1,2009,22,22,2.0
0.346,0.202,243.34,1.6,9,6,2010,4,32,1.0
0.242,0.0,242.15,1.4,17,6,2010,8,30,1.0
3.602,0.098,238.76,15.0,11,12,2010,9,1,54.0
1.404,0.194,234.0,6.0,8,7,2007,15,44,17.0
0.258,0.098,239.89,1.2,6,10,2008,19,18,0.0
2.72,0.2,237.79,11.4,16,3,2008,20,59,19.0
0.316,0.238,241.81,1.6,8,1,2009,13,14,1.0
1.576,0.084,240.48,6.6,16,11,2007,19,44,0.0
0.488,0.126,238.66,2.4,22,7,2008,11,56,0.0
1.35,0.072,239.55,5.6,21,6,2010,10,27,18.0
4.014,0.308,237.24,17.0,15,6,2008,21,34,43.0
0.22,0.0,241.66,1.0,1,9,2008,1,52,0.0
0.3,0.162,244.71,1.4,1,11,2007,2,41,2.0
0.296,0.246,239.91,1.6,28,8,2007,9,39,2.0
0.616,0.106,241.29,2.6,9,8,2007,22,31,1.0
0.322,0.096,243.84,1.4,1,12,2010,2,7,0.0
0.338,0.126,240.94,1.6,4,10,2007,4,36,0.0
0.364,0.0,242.85,1.6,19,2,2009,0,33,0.0
0.294,0.13,243.5,1.4,9,4,2010,12,54,2.0
0.222,0.0,243.24,1.0,19,3,2008,23,0,0.0
1.32,0.21,238.63,5.6,13,6,2007,9,15,17.0
1.364,0.058,237.48,5.8,9,8,2010,9,9,17.0
1.854,0.232,243.32,7.6,12,7,2008,16,17,1.0
0.29,0.054,246.36,1.2,21,11,2009,2,16,0.0
1.682,0.19,236.26,7.2,10,2,2007,7,33,1.0
0.298,0.106,245.4,1.2,25,10,2007,2,48,1.0
0.33,0.224,240.93,1.6,25,6,2009,16,8,2.0
0.162,0.142,241.72,0.8,23,8,2008,8,41,2.0
0.336,0.158,242.42,1.6,6,6,2009,2,29,1.0
0.236,0.126,239.11,1.0,8,4,2008,9,51,1.0
2.924,0.152,241.6,12.0,15,2,2010,21,40,19.0
0.312,0.176,240.14,1.4,7,10,2010,6,15,2.0
0.226,0.144,242.47,1.0,16,4,2007,2,19,0.0
1.366,0.0,240.47,5.6,30,3,2008,3,45,19.0
1.954,0.048,239.76,8.2,2,11,2008,18,40,0.0
0.296,0.208,240.57,1.4,25,6,2010,14,8,2.0
1.094,0.54,241.16,5.0,15,6,2010,17,56,14.0
1.36,0.058,238.47,5.6,2,5,2007,9,10,18.0
0.176,0.07,232.99,0.8,18,9,2007,10,50,1.0
0.452,0.054,240.97,1.8,9,3,2009,19,47,2.0
0.318,0.214,241.03,1.6,14,8,2010,8,8,1.0
0.35,0.0,247.77,1.6,28,10,2010,12,2,0.0
0.206,0.116,240.49,1.0,23,6,2007,10,43,1.0
0.396,0.0,242.24,1.6,10,1,2010,0,3,0.0
0.29,0.196,233.42,1.4,8,6,2007,14,47,0.0
0.356,0.228,241.17,1.8,9,5,2009,1,31,3.0
0.51,0.068,236.2,2.4,11,1,2008,10,16,0.0
0.326,0.132,242.91,1.4,9,1,2008,1,16,2.0
0.318,0.206,243.15,1.6,31,7,2009,16,43,2.0
2.494,0.048,240.74,10.2,5,5,2009,21,32,20.0
0.228,0.122,242.83,1.0,27,9,2009,2,15,0.0
0.476,0.192,242.28,2.2,22,1,2008,9,56,1.0
0.188,0.094,240.76,0.8,9,6,2007,0,59,1.0
0.214,0.098,242.75,1.0,26,6,2009,4,8,2.0
0.328,0.212,240.12,1.6,9,5,2008,1,28,0.0
0.312,0.094,243.48,1.2,22,3,2007,1,44,0.0
1.736,0.17,240.56,7.2,18,7,2010,19,13,18.0
2.124,0.262,235.19,9.0,2,1,2008,19,16,0.0
0.298,0.0,245.43,1.4,19,11,2008,2,50,0.0
0.13,0.0,238.86,0.6,7,10,2007,12,22,0.0
1.732,0.0,235.8,7.2,11,9,2008,9,46,18.0
0.216,0.0,244.21,0.8,4,5,2008,2,55,0.0
0.264,0.0,243.99,1.0,19,2,2010,5,52,1.0
0.162,0.0,237.69,0.8,28,7,2007,0,56,0.0
1.422,0.112,243.67,5.8,23,3,2007,6,56,18.0
2.054,0.0,240.38,8.6,1,2,2008,7,45,18.0
1.278,0.102,232.81,5.4,8,12,2007,10,0,17.0
0.432,0.0,239.6,1.8,7,12,2010,12,11,0.0
2.002,0.306,236.6,8.4,31,8,2007,20,12,18.0
0.512,0.0,237.89,2.2,17,5,2009,9,59,0.0
2.728,0.132,240.12,11.2,2,11,2010,19,20,19.0
0.238,0.094,242.69,1.0,29,6,2010,6,33,1.0
1.358,0.196,238.15,5.6,19,6,2009,9,42,18.0
0.258,0.0,242.62,1.0,4,1,2010,6,20,1.0
0.386,0.23,242.58,2.0,14,7,2009,18,30,1.0
0.54,0.13,241.83,2.2,28,12,2008,11,48,2.0
0.716,0.112,241.21,3.0,25,5,2008,17,19,2.0
0.328,0.062,242.33,1.4,15,7,2010,20,7,1.0
1.406,0.094,242.17,5.8,1,7,2008,10,51,18.0
0.384,0.344,244.3,2.0,6,11,2007,5,38,1.0
0.474,0.262,246.08,2.2,12,1,2009,5,49,3.0
0.316,0.056,239.8,1.2,10,11,2010,11,39,2.0
0.39,0.0,241.35,2.0,23,9,2008,13,55,1.0
0.466,0.17,244.34,2.0,17,1,2010,8,59,1.0
1.892,0.208,237.23,8.0,10,4,2009,19,28,18.0
0.396,0.226,242.75,1.8,27,10,2009,15,11,1.0
0.158,0.0,243.12,0.6,8,10,2010,3,2,1.0
1.418,0.092,240.95,5.8,9,3,2010,9,30,18.0
0.286,0.084,242.73,1.2,24,3,2007,0,46,2.0
0.352,0.064,240.47,1.6,9,8,2010,17,24,1.0
0.334,0.094,243.04,1.4,30,10,2009,3,50,3.0
2.738,0.278,236.77,11.6,23,6,2008,19,21,38.0
0.526,0.256,248.14,2.6,30,12,2007,5,49,2.0
1.582,0.152,243.97,6.4,20,3,2009,0,10,18.0
0.226,0.082,238.05,1.0,8,12,2010,0,15,0.0
1.514,0.116,243.46,6.2,21,3,2010,14,50,22.0
0.268,0.0,240.77,1.0,8,11,2008,1,57,1.0
1.424,0.256,241.44,6.0,20,9,2008,17,53,21.0
1.376,0.222,239.7,5.8,7,8,2007,22,43,18.0
0.854,0.206,241.47,3.6,8,5,2010,10,51,12.0
1.324,0.19,237.46,5.6,10,2,2009,10,52,18.0
0.844,0.244,241.08,3.6,28,8,2009,0,46,3.0
1.334,0.22,240.13,5.6,17,6,2008,9,40,20.0
0.7,0.33,238.9,3.4,8,12,2008,20,22,11.0
5.332,0.082,236.46,22.4,14,12,2008,11,4,75.0
0.314,0.072,243.12,1.2,10,2,2008,2,20,1.0
0.53,0.0,237.82,2.2,31,8,2007,22,27,0.0
0.326,0.238,239.34,1.6,17,6,2008,2,55,0.0
2.026,0.318,240.18,8.4,8,4,2010,16,18,30.0
1.264,0.0,238.85,5.2,24,2,2008,9,40,18.0
2.602,0.19,238.07,10.8,12,12,2008,17,1,17.0
0.212,0.0,238.11,0.8,16,10,2007,10,50,0.0
0.324,0.0,241.68,1.6,4,5,2009,17,18,0.0
0.246,0.0,245.94,1.0,23,1,2010,4,27,0.0
1.386,0.076,243.38,5.6,30,12,2008,18,32,18.0
2.184,0.0,240.56,9.0,3,10,2009,22,33,0.0
0.438,0.234,242.1,2.0,6,2,2009,23,54,2.0
1.44,0.118,238.93,6.0,13,8,2007,22,48,0.0
1.924,0.0,238.81,8.0,29,10,2008,10,39,17.0
1.36,0.116,236.03,5.8,22,11,2010,20,8,2.0
0.258,0.254,240.56,1.4,13,8,2008,17,27,1.0
0.254,0.048,242.19,1.2,19,7,2010,14,24,1.0
2.028,0.046,248.14,8.6,21,12,2009,6,57,0.0
2.066,0.316,239.17,8.6,17,9,2008,7,21,19.0
0.406,0.22,243.8,1.8,3,2,2008,6,28,0.0
0.222,0.14,243.02,1.0,21,7,2009,13,24,1.0
0.23,0.054,240.6,1.0,25,5,2010,13,33,1.0
0.112,0.0,243.01,0.6,19,9,2007,2,53,0.0
0.274,0.066,239.78,1.2,9,9,2010,11,27,1.0
0.356,0.104,242.84,1.4,2,4,2010,18,21,0.0
0.204,0.134,240.68,1.0,22,8,2007,5,6,0.0
0.38,0.228,234.26,1.8,6,4,2008,0,22,2.0
1.642,0.19,240.09,6.8,29,11,2007,12,34,18.0
1.488,0.158,239.73,6.2,23,7,2010,3,46,2.0
0.342,0.224,241.8,1.6,9,1,2010,2,28,1.0
0.464,0.364,240.03,2.4,14,7,2010,4,19,2.0
0.426,0.106,241.27,1.8,15,9,2007,14,18,2.0
1.402,0.076,241.57,5.8,16,4,2008,19,41,18.0
0.24,0.0,242.02,1.0,30,1,2007,11,26,0.0
0.504,0.07,243.06,2.4,21,3,2009,14,29,1.0
0.312,0.0,239.17,1.4,5,3,2008,7,6,1.0
0.244,0.052,237.88,1.0,5,6,2010,16,37,1.0
1.448,0.11,248.75,5.8,23,12,2009,4,0,19.0
0.268,0.046,240.65,1.0,19,10,2008,6,4,0.0
2.204,0.072,237.29,9.2,31,5,2009,21,45,2.0
1.298,0.066,238.56,5.4,17,1,2009,10,55,0.0
1.208,0.07,234.83,5.0,5,6,2010,18,28,1.0
0.464,0.3,239.87,2.2,10,1,2007,14,45,2.0
2.608,0.52,239.61,11.0,21,10,2010,21,11,2.0
2.298,0.0,238.3,9.6,26,12,2006,11,32,18.0
0.194,0.0,241.38,0.8,6,9,2007,3,0,0.0
1.67,0.072,239.69,6.8,28,11,2008,18,45,0.0
0.326,0.148,237.93,1.6,26,8,2007,19,19,1.0
0.238,0.136,244.36,1.0,26,7,2009,23,33,1.0
0.342,0.13,245.0,1.4,21,1,2010,6,4,0.0
0.646,0.15,242.06,2.6,18,11,2009,22,38,2.0
1.188,0.0,233.13,5.0,6,5,2007,14,57,17.0
0.328,0.104,245.31,1.4,24,11,2010,6,21,0.0
4.512,0.264,236.78,19.2,22,3,2009,16,31,55.0
0.33,0.23,243.0,1.6,15,8,2010,2,37,1.0
0.222,0.0,242.4,1.0,2,3,2008,7,28,0.0
3.544,0.112,235.58,15.0,17,3,2008,11,39,55.0
3.106,0.0,236.39,13.0,20,1,2010,21,27,18.0
3.616,0.288,234.72,15.6,16,3,2007,10,1,52.0
0.296,0.104,239.47,1.2,11,3,2007,15,41,0.0
1.33,0.056,239.55,5.6,25,8,2010,7,54,18.0
0.214,0.096,238.03,1.0,7,1,2008,9,55,1.0
0.384,0.218,245.12,1.8,13,6,2010,23,57,2.0
1.096,0.0,232.54,4.6,31,7,2007,10,34,17.0
1.292,0.0,242.4,5.2,30,10,2007,14,44,18.0
0.218,0.11,234.81,1.0,24,7,2007,13,46,0.0
1.466,0.182,239.72,6.0,4,3,2009,10,37,18.0
2.17,0.0,242.62,9.0,1,5,2009,7,4,18.0
0.232,0.0,240.94,1.2,1,9,2007,5,36,0.0
1.876,0.066,240.76,7.8,4,2,2008,8,22,18.0
1.596,0.112,242.1,6.6,12,7,2008,0,26,18.0
0.214,0.11,242.98,1.0,27,9,2009,7,55,1.0
1.86,0.048,243.42,7.6,3,8,2010,6,45,19.0
0.296,0.104,239.66,1.2,3,2,2007,5,19,1.0
2.332,0.0,236.43,9.8,23,4,2007,7,40,17.0
1.316,0.0,240.74,5.4,5,1,2008,15,4,18.0
1.738,0.272,238.14,7.4,5,2,2010,18,49,19.0
2.984,0.118,234.85,12.6,19,1,2008,8,44,37.0
0.562,0.204,249.01,2.4,12,11,2008,23,29,0.0
4.8,0.41,235.42,20.4,30,3,2008,20,27,27.0
2.264,0.17,237.76,9.4,25,10,2007,8,33,18.0
0.39,0.364,241.27,2.2,23,8,2009,3,37,1.0
0.23,0.074,241.9,1.2,7,11,2007,1,24,0.0
1.272,0.0,238.88,5.2,28,8,2009,9,22,20.0
0.398,0.08,244.9,1.6,1,5,2009,13,58,0.0
1.366,0.054,243.47,5.6,24,1,2009,9,27,18.0
0.25,0.0,241.88,1.0,25,4,2008,11,8,1.0
0.158,0.0,241.41,0.6,18,9,2008,3,22,1.0
0.286,0.094,242.15,1.2,6,2,2009,1,16,1.0
1.458,0.076,243.72,6.0,12,4,2008,14,6,18.0
2.546,0.0,235.7,10.8,28,1,2007,20,56,19.0
0.356,0.096,241.28,1.6,18,7,2010,3,6,1.0
3.978,0.124,233.06,17.2,19,4,2008,21,41,17.0
0.27,0.1,241.05,1.2,17,6,2009,14,11,1.0
0.734,0.228,240.62,3.2,18,6,2007,22,29,0.0
1.4,0.1,242.38,5.8,12,8,2009,10,44,19.0
0.252,0.0,244.09,1.0,19,3,2008,5,34,0.0
1.97,0.222,241.17,8.2,24,5,2010,21,43,19.0
0.568,0.066,240.53,2.8,2,8,2008,11,50,0.0
0.37,0.0,241.83,1.4,15,2,2009,22,38,0.0
0.166,0.0,243.35,0.8,28,7,2009,13,13,1.0
2.808,0.658,236.62,12.2,29,12,2007,18,26,0.0
0.354,0.108,242.42,1.6,17,4,2008,12,42,3.0
0.202,0.118,240.24,1.0,6,11,2007,15,23,1.0
1.444,0.126,238.71,6.0,2,1,2007,9,31,18.0
1.63,0.072,240.51,6.6,2,5,2010,8,42,18.0
0.75,0.096,239.94,3.0,15,7,2010,3,55,1.0
3.942,0.324,238.12,17.2,9,7,2010,19,5,61.0
1.592,0.06,240.8,6.6,14,3,2008,11,47,18.0
1.614,0.054,240.5,6.8,19,3,2007,8,53,17.0
1.27,0.0,238.64,5.2,11,9,2007,4,58,18.0
2.13,0.148,239.83,9.0,12,9,2009,18,39,1.0
0.278,0.114,242.1,1.2,15,9,2009,18,0,2.0
0.212,0.066,244.13,1.0,21,7,2009,22,37,0.0
3.272,0.388,235.87,14.0,28,1,2007,21,8,20.0
1.308,0.07,247.01,5.2,25,1,2009,4,36,0.0
1.398,0.0,246.15,5.6,30,12,2008,4,9,19.0
2.462,0.166,236.06,10.4,25,3,2007,9,55,0.0
0.75,0.108,240.05,3.2,4,3,2008,22,11,0.0
1.998,0.158,235.27,8.4,6,11,2008,8,1,18.0
3.924,0.0,241.04,16.2,25,3,2009,11,32,58.0
1.942,0.312,241.45,9.2,14,7,2009,12,54,29.0
1.982,0.226,242.76,8.2,1,8,2007,14,34,20.0
0.246,0.112,239.76,1.0,9,6,2008,5,18,1.0
0.316,0.214,240.36,1.6,19,7,2008,19,38,1.0
0.436,0.216,241.88,2.0,6,8,2009,4,45,1.0
1.27,0.0,245.33,5.2,10,12,2010,22,31,1.0
0.398,0.114,242.34,1.8,3,10,2007,8,9,0.0
1.366,0.066,239.23,5.6,27,3,2010,15,19,18.0
1.966,0.146,245.65,8.2,3,8,2010,13,1,21.0
0.248,0.0,245.79,1.0,12,9,2009,2,8,0.0
0.968,0.492,238.73,5.0,6,5,2009,16,28,1.0
0.164,0.0,242.87,0.6,13,5,2008,13,27,0.0
2.4,0.0,246.03,9.6,26,12,2006,3,16,1.0
0.244,0.138,242.55,1.2,8,3,2009,4,11,1.0
0.584,0.336,244.63,3.0,20,10,2010,14,22,2.0
0.508,0.116,247.27,2.2,12,10,2007,15,22,0.0
2.668,0.0,237.62,11.2,14,10,2008,7,22,17.0
0.232,0.0,245.75,1.0,24,12,2007,6,41,0.0
0.412,0.116,245.78,1.8,4,2,2009,22,58,0.0
0.396,0.0,239.7,1.8,31,5,2009,10,1,1.0
2.704,0.0,237.65,12.0,6,4,2009,9,50,45.0
0.856,0.21,242.79,3.6,30,4,2010,9,40,2.0
1.402,0.084,242.58,5.8,4,4,2008,23,30,18.0
0.172,0.0,240.94,0.8,6,1,2010,2,51,0.0
1.336,0.076,238.19,5.6,9,7,2008,9,47,18.0
0.266,0.0,243.57,1.0,25,4,2009,3,9,1.0
0.212,0.11,241.8,1.0,9,8,2009,1,44,1.0
2.24,0.182,238.69,9.4,10,2,2009,7,32,19.0
0.492,0.22,243.97,2.2,5,9,2010,15,37,2.0
1.484,0.0,243.85,6.0,4,11,2008,15,35,19.0
0.726,0.0,240.68,3.2,18,2,2008,20,3,0.0
2.118,0.248,234.93,9.0,13,12,2008,7,41,19.0
0.408,0.092,248.88,1.6,28,10,2010,12,15,0.0
0.296,0.0,232.31,1.4,2,6,2008,15,40,0.0
1.57,0.266,241.22,6.6,31,3,2008,8,18,18.0
1.616,0.24,241.97,7.8,20,5,2009,12,27,16.0
1.518,0.2,241.72,6.2,28,9,2008,16,40,19.0
0.33,0.11,242.1,1.4,15,10,2007,15,52,0.0
1.52,0.062,239.17,6.4,12,11,2007,12,8,19.0
1.448,0.106,238.13,6.0,25,2,2009,8,32,18.0
1.438,0.0,238.81,6.0,6,11,2009,10,31,18.0
1.224,0.104,229.54,5.2,6,5,2008,10,23,17.0
0.352,0.082,246.59,1.4,3,3,2009,2,18,1.0
0.422,0.168,244.57,1.8,11,7,2010,3,58,2.0
0.522,0.066,239.61,2.2,9,3,2009,20,28,1.0
1.506,0.09,242.97,6.2,30,4,2009,2,19,19.0
0.618,0.22,236.87,2.8,5,8,2007,4,57,1.0
1.436,0.178,241.06,6.0,9,7,2010,9,32,20.0
1.554,0.162,238.41,6.4,30,6,2007,21,35,18.0
0.488,0.312,241.26,2.4,7,9,2008,23,2,3.0
0.302,0.054,243.7,1.2,17,11,2008,6,4,0.0
2.792,0.244,240.23,11.6,1,11,2007,16,53,19.0
1.4,0.178,240.0,5.8,10,4,2009,12,27,19.0
1.818,0.184,239.81,7.6,16,4,2010,9,43,20.0
5.13,0.202,235.33,22.0,25,11,2008,20,23,53.0
1.38,0.088,240.47,5.6,11,5,2009,11,10,19.0
3.744,0.716,237.8,16.4,31,1,2007,12,35,42.0
1.95,0.104,244.93,8.0,4,9,2008,6,56,19.0
0.286,0.264,243.52,1.6,29,8,2007,16,0,1.0
1.308,0.0,243.69,5.4,25,1,2008,0,32,0.0
0.536,0.08,248.81,2.4,12,1,2008,15,38,1.0
1.19,0.0,242.47,4.8,15,8,2007,15,22,18.0
0.106,0.0,236.93,0.6,20,9,2007,12,6,0.0
1.238,0.076,241.18,5.0,2,11,2010,19,7,1.0
0.412,0.096,243.26,1.8,5,9,2009,2,22,0.0
0.492,0.158,241.93,2.2,5,11,2010,22,15,0.0
0.358,0.078,241.5,1.4,18,10,2009,16,26,1.0
1.852,0.238,241.41,7.6,4,1,2007,23,7,21.0
0.238,0.122,237.91,1.0,8,3,2008,22,21,0.0
0.29,0.07,237.22,1.2,27,3,2007,1,43,0.0
2.922,0.208,238.02,12.2,26,1,2007,10,59,17.0
1.482,0.046,240.93,6.2,1,12,2008,16,23,18.0
0.268,0.112,241.83,1.2,28,6,2008,0,19,1.0
2.112,0.048,244.11,8.6,23,12,2009,19,14,18.0
2.296,0.232,243.29,9.4,19,5,2009,23,30,2.0
0.996,0.206,239.22,4.2,30,5,2010,19,0,1.0
0.452,0.232,241.62,2.0,31,8,2007,0,6,0.0
5.664,0.0,232.25,24.4,13,3,2008,20,41,52.0
1.554,0.314,242.06,6.4,1,9,2008,5,56,19.0
0.08,0.0,240.76,0.2,15,8,2008,18,36,1.0
1.386,0.212,240.61,5.8,26,6,2010,13,2,18.0
0.33,0.15,245.45,1.4,25,1,2007,5,27,0.0
0.388,0.086,246.19,1.6,23,1,2009,4,51,0.0
0.242,0.082,241.2,1.0,23,9,2010,11,25,0.0
0.332,0.12,249.06,1.4,21,12,2007,6,11,0.0
0.342,0.106,241.58,1.4,5,9,2008,2,19,1.0
1.444,0.0,243.61,5.8,1,6,2008,0,16,18.0
1.412,0.124,244.25,5.8,25,1,2007,17,14,18.0
0.334,0.192,244.08,1.6,1,3,2007,18,44,2.0
1.21,0.06,240.24,5.0,2,5,2009,18,2,0.0
0.178,0.154,241.14,0.8,24,8,2008,2,22,0.0
0.364,0.08,241.75,1.6,13,11,2008,5,0,0.0
0.296,0.092,241.82,1.2,6,9,2010,2,28,1.0
0.22,0.12,241.04,1.0,7,1,2008,2,49,2.0
1.59,0.066,238.5,6.6,19,4,2010,11,33,18.0
1.194,0.098,233.08,5.0,29,7,2007,18,49,16.0
0.38,0.0,241.88,1.6,23,3,2009,4,0,0.0
1.666,0.048,239.91,6.8,15,2,2008,8,51,18.0
1.748,0.344,239.61,7.4,23,5,2009,19,33,18.0
0.802,0.232,249.11,3.4,3,7,2010,23,57,3.0
0.212,0.0,242.22,1.0,17,6,2010,0,48,1.0
1.422,0.092,237.3,6.0,14,10,2009,8,48,19.0
0.294,0.098,244.84,1.2,3,12,2008,23,31,1.0
1.44,0.18,239.93,6.0,10,5,2009,10,42,18.0
0.44,0.16,241.52,1.8,10,1,2010,1,53,2.0
2.34,0.072,237.55,9.8,22,2,2007,0,54,0.0
3.504,0.144,238.1,14.6,21,1,2010,19,45,18.0
0.234,0.086,241.49,1.0,29,7,2010,10,18,1.0
1.914,0.0,240.71,8.0,5,11,2008,15,59,19.0
1.414,0.09,241.54,5.8,19,4,2009,14,7,18.0
0.226,0.088,240.33,1.0,23,6,2010,3,10,1.0
0.176,0.086,234.66,0.8,30,7,2007,10,43,0.0
0.784,0.0,244.22,3.2,12,2,2008,22,49,0.0
0.204,0.0,243.2,0.8,28,12,2008,20,23,0.0
1.436,0.0,241.35,6.0,25,1,2008,15,14,18.0
0.252,0.0,248.89,1.0,16,12,2009,6,24,1.0
0.346,0.0,242.5,1.6,30,12,2007,11,14,0.0
1.28,0.052,237.93,5.4,15,5,2009,11,48,18.0
0.27,0.05,244.48,1.2,18,11,2008,2,9,0.0
0.382,0.212,240.88,1.8,10,4,2009,11,36,2.0
1.77,0.048,244.83,7.2,29,1,2009,13,56,18.0
0.658,0.092,239.76,2.8,3,1,2008,21,28,0.0
0.314,0.078,241.61,1.2,29,4,2010,13,52,1.0
2.508,0.0,238.56,10.4,20,5,2009,22,33,37.0
1.726,0.084,242.58,7.0,13,11,2010,6,50,19.0
0.37,0.1,239.87,2.0,9,9,2008,16,34,2.0
2.892,0.122,236.27,12.2,17,10,2007,7,57,18.0
0.328,0.074,238.0,1.4,6,7,2007,23,29,2.0
0.504,0.092,244.1,2.0,22,6,2008,1,33,0.0
2.078,0.194,236.95,8.8,30,12,2007,20,11,17.0
0.532,0.126,238.98,2.4,22,5,2008,7,5,0.0
0.428,0.382,242.09,2.4,7,4,2009,20,55,2.0
1.214,0.074,235.77,5.0,24,4,2007,20,11,17.0
0.24,0.142,235.72,1.2,13,8,2007,3,42,0.0
0.532,0.172,245.13,2.6,26,9,2009,23,0,6.0
0.306,0.196,243.2,1.6,10,1,2009,12,34,2.0
3.044,0.076,238.91,12.6,6,9,2009,21,19,21.0
0.778,0.082,245.61,3.2,30,6,2009,18,31,1.0
0.324,0.09,241.59,1.4,25,4,2009,5,57,2.0
0.372,0.13,248.1,1.6,3,10,2010,4,15,1.0
1.572,0.078,239.62,6.4,28,11,2009,22,38,19.0
2.734,0.27,237.9,11.6,27,5,2008,18,30,43.0
1.692,0.244,239.7,7.2,1,5,2008,14,41,18.0
0.722,0.196,242.02,3.0,22,11,2010,16,49,2.0
0.262,0.118,241.25,1.2,26,6,2010,22,7,1.0
0.408,0.2,240.74,1.8,10,4,2007,2,36,2.0
2.08,0.142,241.04,8.6,29,5,2010,22,36,19.0
0.392,0.136,243.65,1.8,23,4,2009,15,27,2.0
0.248,0.112,241.23,1.2,8,3,2010,20,36,2.0
0.156,0.0,243.08,0.6,21,5,2008,6,40,1.0
1.618,0.06,232.25,7.0,24,4,2007,11,18,18.0
1.942,0.134,241.05,8.0,1,3,2008,8,39,18.0
0.856,0.068,237.84,3.6,5,5,2010,18,10,0.0
1.262,0.0,235.29,5.2,8,4,2007,14,59,17.0
0.244,0.0,232.77,1.0,28,5,2009,5,0,1.0
1.524,0.238,245.83,6.2,25,3,2008,14,58,19.0
1.924,0.386,244.11,8.0,28,3,2009,20,27,0.0
0.286,0.11,240.18,1.2,27,8,2007,7,2,1.0
2.048,0.0,236.57,8.6,10,9,2010,7,25,18.0
5.904,0.29,234.42,25.2,5,2,2010,13,34,90.0
1.948,0.154,239.83,8.0,7,5,2010,15,8,31.0
0.322,0.0,237.12,1.4,14,8,2007,8,3,0.0
0.51,0.06,241.48,2.0,25,7,2010,21,5,0.0
0.962,0.146,235.64,5.4,5,8,2007,17,59,1.0
2.472,0.272,241.16,10.2,25,4,2009,21,44,3.0
0.466,0.386,242.21,2.4,16,8,2009,2,32,3.0
0.376,0.102,245.82,1.6,1,8,2009,14,41,0.0
0.246,0.244,240.87,1.4,8,8,2008,15,35,2.0
0.302,0.11,246.08,1.2,13,2,2009,1,56,2.0
0.142,0.0,240.49,0.6,30,6,2009,3,4,0.0
0.856,0.208,241.61,3.6,8,8,2010,3,6,12.0
0.248,0.0,241.69,1.0,3,1,2010,7,53,1.0
1.4,0.09,237.33,5.8,10,4,2008,3,34,18.0
1.76,0.3,241.98,7.4,21,2,2010,12,49,19.0
3.718,0.2,238.08,15.8,4,6,2007,19,7,52.0
